file_name,sheet_name,sheet_rows,sheet_cols,sheet_exported,output_csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v3.8.xlsx,Files,51,3,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v3.8.xlsx,Files,51,3,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v3.8__Files.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v3.9.xlsx,Index,75,6,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v3.9.xlsx,v3.9_Delta,26,2,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v3.9.xlsx,Index,75,6,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v3.9__Index.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v3.9.xlsx,v3.9_Delta,26,2,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v3.9__v3.9_Delta.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.0.xlsx,Inventory,112,6,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.0.xlsx,New_in_v4.0,35,6,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.0.xlsx,Inventory,112,6,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v4.0__Inventory.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.0.xlsx,New_in_v4.0,35,6,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v4.0__New_in_v4.0.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.1.xlsx,Inventory,132,6,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.1.xlsx,New_in_v4.1,26,6,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.1.xlsx,Inventory,132,6,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v4.1__Inventory.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.1.xlsx,New_in_v4.1,26,6,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v4.1__New_in_v4.1.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.2.xlsx,Inventory,169,6,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.2.xlsx,New_in_v4.2,9,1,yes,
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.2.xlsx,Inventory,169,6,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v4.2__Inventory.csv
Submission_Build_v4.2/00_README_and_Indexes/Uroflow_Master_Submission_Index_v4.2.xlsx,New_in_v4.2,9,1,yes,sheets/Submission_Build_v4.2_00_README_and_Indexes_Uroflow_Master_Submission_Index_v4.2__New_in_v4.2.csv
